Номер_рейса|Тип_самолёта|Город_вылета|Аэропорт_вылета|Город_прилёта|Аэропорт_прилёта|Время_отправления|Время_прибытия|
NS 2551|ИЛ-96|81|Москва|Домодедово|Курск|Восточный|04.11.2020 12:00:00|04.11.2020 15:49:00|
NF 5037|Боинг-767|168|Уфа|Уфа|Орск|Орск|04.11.2020 0:40:00|04.11.2020 2:43:00|
DV 6698|Боинг-737|75|Варандей|Варандей|Белгород|Белгород|04.11.2020 19:05:00|04.11.2020 20:14:00|
RC 8543|Боинг-767|183|Абакан|Абакан|Майкоп|Майкоп|04.11.2020 2:39:00|04.11.2020 6:40:00|
KA 0828|ИЛ-62|148|Нижнекамск|Бегишево|Орск|Орск|04.11.2020 19:19:00|04.11.2020 22:49:00|
YT 8342|ИЛ-62|151|Тюмень|Рощино|Курумоч|Курумоч|04.11.2020 23:03:00|05.11.2020 2:09:00|
PP 8824|ИЛ-86|125|Брянск|Брянск|Астрахань|Нариманово|04.11.2020 6:52:00|04.11.2020 11:51:00|
XA 6201|Боинг-747|109|Саратов|Гагарин|Томск|Богашёво|04.11.2020 15:53:00|04.11.2020 20:28:00|
AE 8718|Аэробус-A320|162|Череповец|Череповец|Сургут|Сургут|04.11.2020 15:19:00|04.11.2020 17:36:00|
MD 0071|Аэробус-A310|81|Мурманск|Мурманск|Кемерово|Кемерово|04.11.2020 4:26:00|04.11.2020 8:58:00|
VK 2602|ИЛ-86|224|Чита|Кадала|Астрахань|Нариманово|04.11.2020 6:24:00|04.11.2020 11:11:00|
SY 5869|Боинг-767|209|Екатеринбург|Кольцово|Майкоп|Майкоп|04.11.2020 23:39:00|05.11.2020 0:52:00|
FI 6986|ИЛ-62|90|Элиста|Элиста|Абакан|Абакан|04.11.2020 4:18:00|04.11.2020 8:07:00|
AN 7048|Аэробус-A320|222|Курумоч|Курумоч|Москва|Внуково|04.11.2020 16:35:00|04.11.2020 20:10:00|
YF 1632|Боинг-777|71|Саратов|Гагарин|Благовещенск|Игнатьево|04.11.2020 21:00:00|04.11.2020 22:55:00|
JR 7423|ИЛ-96М|409|Пермь|Большое Савино|Южно - Сахалинск|Хомутово|04.11.2020 0:10:00|04.11.2020 4:55:00|
TM 2880|ИЛ-86|132|Москва|Домодедово|Ставрополь|Шпаковское|04.11.2020 2:17:00|04.11.2020 6:05:00|
NO 6688|Ту-134|42|Екатеринбург|Кольцово|Новокузнецк|Спиченково|04.11.2020 1:12:00|04.11.2020 3:01:00|
PQ 7650|ИЛ-96-300|144|Благовещенск|Игнатьево|Якутск|Якутск|04.11.2020 18:54:00|04.11.2020 20:49:00|
BK 0136|Сc-100|63|Майкоп|Майкоп|Иркутск|Иркутск|04.11.2020 5:56:00|04.11.2020 7:21:00|
YR 7941|Аэробус-A310|139|Сабетта|Сабетта|Курган|Курган|04.11.2020 10:48:00|04.11.2020 12:41:00|
QX 3839|Боинг-737|84|Череповец|Череповец|Магадан|Сокол|04.11.2020 3:01:00|04.11.2020 4:38:00|
SQ 7985|Аэробус-A330|264|Ханты - Мансийск|Ханты - Мансийск|Липецк|Липецк|04.11.2020 14:08:00|04.11.2020 17:15:00|
GI 5236|ИЛ-96|73|Петропавловск - Камчатский|Елизово|Минеральные Воды|Минеральные Воды|04.11.2020 3:31:00|04.11.2020 8:01:00|
IT 4286|Боинг-767|128|Саратов|Гагарин|Петрозаводск|Петрозаводск|04.11.2020 23:40:00|05.11.2020 2:39:00|
NE 7147|Аэробус-A330|384|Майкоп|Майкоп|Мурманск|Мурманск|04.11.2020 1:42:00|04.11.2020 6:36:00|
FJ 0865|ИЛ-96-300|249|Иркутск|Иркутск|Нижнекамск|Бегишево|04.11.2020 22:37:00|05.11.2020 1:45:00|
QY 2866|ИЛ-96М|394|Самара|Самара|Кемерово|Кемерово|04.11.2020 8:30:00|04.11.2020 13:16:00|
SC 0974|Аэробус-A310|160|Белгород|Белгород|Краснодар|Пашковский|04.11.2020 6:53:00|04.11.2020 11:50:00|
AU 5768|ИЛ-96-300|247|Саранск|Саранск|Нижневартовск|Нижневартовск|04.11.2020 14:31:00|04.11.2020 18:39:00|
ST 1836|ИЛ-86|241|Братск|Братск|Петропавловск - Камчатский|Елизово|04.11.2020 20:18:00|05.11.2020 0:23:00|
FW 7999|Боинг-777|183|Грозный|Северный|Курган|Курган|04.11.2020 7:57:00|04.11.2020 11:35:00|
FQ 0734|ИЛ-96|173|Южно - Сахалинск|Хомутово|Москва|Внуково|04.11.2020 17:14:00|04.11.2020 21:56:00|
JG 3366|ИЛ-96|160|Красноярск|Емельяново|Москва|Шереметьево|04.11.2020 5:47:00|04.11.2020 8:59:00|
JH 0288|Боинг-767|199|Варандей|Варандей|Курск|Восточный|04.11.2020 15:23:00|04.11.2020 17:27:00|
AB 8569|Аэробус-A330|133|Красноярск|Емельяново|Майкоп|Майкоп|04.11.2020 8:52:00|04.11.2020 12:36:00|
HG 8258|Боинг-767|216|Улан - Удэ|Мухино|Сыктывкар|Сыктывкар|04.11.2020 20:42:00|04.11.2020 23:59:00|
BP 2526|Боинг-767|138|Красноярск|Емельяново|Нижневартовск|Нижневартовск|04.11.2020 0:44:00|04.11.2020 4:59:00|
YE 5327|ИЛ-96|74|Екатеринбург|Кольцово|Липецк|Липецк|04.11.2020 21:55:00|05.11.2020 1:59:00|
CS 4519|Боинг-747|101|Белгород|Белгород|Магадан|Сокол|04.11.2020 18:47:00|04.11.2020 20:20:00|
KN 3308|ИЛ-96-300|214|Пермь|Большое Савино|Улан - Удэ|Мухино|04.11.2020 6:29:00|04.11.2020 9:49:00|
RO 4603|Аэробус-A310|115|Ульяновск|Восточный|Мурманск|Мурманск|04.11.2020 21:43:00|05.11.2020 0:10:00|
QB 7177|ИЛ-96М|151|Архангельск|Талаги|Москва|Домодедово|04.11.2020 19:54:00|04.11.2020 21:59:00|
WS 0262|Ту-154 |106|Уфа|Уфа|Нижний Новгород|Стригино|04.11.2020 15:23:00|04.11.2020 17:41:00|
SY 6844|Аэробус-A310|144|Сыктывкар|Сыктывкар|Пермь|Большое Савино|04.11.2020 23:27:00|05.11.2020 0:46:00|
DN 5095|Боинг-737|93|Кемерово|Кемерово|Владивосток|Кневичи|04.11.2020 10:37:00|04.11.2020 14:59:00|
KJ 8131|Аэробус-A330|262|Курск|Восточный|Липецк|Липецк|04.11.2020 9:12:00|04.11.2020 13:58:00|
AO 5280|Боинг-737|77|Саратов|Гагарин|Варандей|Варандей|04.11.2020 0:47:00|04.11.2020 4:10:00|
WH 5102|Сc-100|73|Сургут|Сургут|Череповец|Череповец|04.11.2020 20:38:00|04.11.2020 22:30:00|
BL 6161|Боинг-747|292|Грозный|Северный|Москва|Шереметьево|04.11.2020 4:59:00|04.11.2020 7:10:00|
AC 2958|ИЛ-86|264|Анапа|Витязево|Варандей|Варандей|04.11.2020 20:08:00|04.11.2020 22:12:00|
TM 3647|Аэробус-A320|191|Владивосток|Кневичи|Барнаул|Барнаул|04.11.2020 21:33:00|05.11.2020 0:38:00|
BB 6814|Сc-100|81|Тюмень|Рощино|Майкоп|Майкоп|04.11.2020 8:51:00|04.11.2020 11:32:00|
WI 4858|Ту-134|52|Чита|Кадала|Хабаровск|Хабаровск-Новый|04.11.2020 16:35:00|04.11.2020 17:46:00|
DO 6274|ИЛ-86|310|Ханты - Мансийск|Ханты - Мансийск|Москва|Жуковский|04.11.2020 3:09:00|04.11.2020 8:05:00|
AN 5369|Боинг-737|112|Псков|Кресты|Майкоп|Майкоп|04.11.2020 4:17:00|04.11.2020 7:15:00|
WF 1909|ИЛ-62|73|Элиста|Элиста|Ульяновск|Восточный|04.11.2020 2:33:00|04.11.2020 5:58:00|
ND 4182|Аэробус-A330|313|Минеральные Воды|Минеральные Воды|Белгород|Белгород|04.11.2020 20:35:00|04.11.2020 22:40:00|
LC 0894|Боинг-777|115|Липецк|Липецк|Улан - Удэ|Мухино|04.11.2020 19:55:00|04.11.2020 22:31:00|
YV 8404|Боинг-737|34|Анадырь|Угольный|Кемерово|Кемерово|04.11.2020 12:27:00|04.11.2020 15:35:00|
BH 9643|ИЛ-86|262|Казань|Казань|Мурманск|Мурманск|04.11.2020 0:07:00|04.11.2020 4:39:00|
HH 3666|Сc-100|58|Благовещенск|Игнатьево|Улан - Удэ|Мухино|04.11.2020 17:55:00|04.11.2020 22:51:00|
SC 2655|ИЛ-86|189|Пермь|Большое Савино|Магадан|Сокол|04.11.2020 8:39:00|04.11.2020 11:07:00|
DG 6948|ИЛ-86|140|Томск|Богашёво|Волгоград|Гумрак|04.11.2020 16:24:00|04.11.2020 19:51:00|
BY 1871|Боинг-737|72|Чебоксары|Чебоксары|Оренбург|Оренбург-Центральный|04.11.2020 11:32:00|04.11.2020 16:09:00|
FZ 4029|Боинг-777|117|Волгоград|Гумрак|Самара|Самара|04.11.2020 19:07:00|04.11.2020 21:48:00|
VH 7665|ИЛ-62|189|Петропавловск - Камчатский|Елизово|Владивосток|Кневичи|04.11.2020 7:47:00|04.11.2020 11:04:00|
TB 8501|ИЛ-96|117|Курск|Восточный|Орск|Орск|04.11.2020 18:46:00|04.11.2020 23:25:00|
LS 3753|Аэробус-A320|141|Курск|Восточный|Владикавказ|Беслан|04.11.2020 16:16:00|04.11.2020 20:57:00|
BU 9861|Сc-100|76|Сыктывкар|Сыктывкар|Астрахань|Нариманово|04.11.2020 9:36:00|04.11.2020 13:18:00|
KL 9500|Боинг-747|239|Ханты - Мансийск|Ханты - Мансийск|Тюмень|Рощино|04.11.2020 14:52:00|04.11.2020 18:17:00|
QR 2871|ИЛ-62|69|Казань|Казань|Владикавказ|Беслан|04.11.2020 12:25:00|04.11.2020 17:12:00|
JG 2949|Ту-204|193|Ростов - на - Дону|Платов|Элиста|Элиста|04.11.2020 10:46:00|04.11.2020 12:19:00|
KA 2043|Ту-134|29|Белгород|Белгород|Брянск|Брянск|04.11.2020 11:56:00|04.11.2020 14:12:00|
YO 5453|Ту-154 |55|Майкоп|Майкоп|Курган|Курган|04.11.2020 11:57:00|04.11.2020 14:37:00|
KZ 7317|Ту-154 |113|Нижнекамск|Бегишево|Ханты - Мансийск|Ханты - Мансийск|04.11.2020 20:13:00|05.11.2020 0:03:00|
TA 9547|Боинг-777|83|Саратов|Гагарин|Тюмень|Рощино|04.11.2020 6:13:00|04.11.2020 8:47:00|
QK 0307|Ту-134|30|Самара|Самара|Калуга|Грабцево|04.11.2020 6:42:00|04.11.2020 11:31:00|
KV 7747|Сc-100|87|Иркутск|Иркутск|Санкт - Петербург|Пулково|04.11.2020 3:48:00|04.11.2020 8:20:00|
LM 3994|Ту-204|179|Ставрополь|Шпаковское|Москва|Домодедово|04.11.2020 12:10:00|04.11.2020 16:20:00|
RT 6416|Боинг-747|187|Братск|Братск|Брянск|Брянск|04.11.2020 8:01:00|04.11.2020 10:36:00|
FQ 5899|ИЛ-96М|193|Абакан|Абакан|Барнаул|Барнаул|04.11.2020 16:43:00|04.11.2020 19:01:00|
XG 1841|ИЛ-96М|322|Орск|Орск|Анадырь|Угольный|04.11.2020 4:43:00|04.11.2020 7:51:00|
DM 4689|Боинг-767|170|Чита|Кадала|Брянск|Брянск|04.11.2020 5:58:00|04.11.2020 8:48:00|
HK 5119|Боинг-737|100|Хабаровск|Хабаровск-Новый|Красноярск|Емельяново|04.11.2020 6:12:00|04.11.2020 9:52:00|
TF 7903|Ту-154 |93|Москва|Шереметьево|Новосибирск|Толмачёво|04.11.2020 19:23:00|04.11.2020 21:09:00|
LC 7849|Боинг-767|249|Орск|Орск|Ульяновск|Восточный|04.11.2020 1:25:00|04.11.2020 6:01:00|
TM 6661|ИЛ-96|79|Сыктывкар|Сыктывкар|Москва|Внуково|04.11.2020 18:59:00|04.11.2020 20:22:00|
VB 0117|Боинг-737|107|Кемерово|Кемерово|Элиста|Элиста|04.11.2020 1:01:00|04.11.2020 5:28:00|
OI 6567|ИЛ-96М|166|Воронеж|Чертовицкое|Братск|Братск|04.11.2020 17:50:00|04.11.2020 22:19:00|
KQ 9930|Боинг-747|158|Благовещенск|Игнатьево|Анапа|Витязево|04.11.2020 22:25:00|05.11.2020 2:17:00|
UK 9906|Аэробус-A310|157|Тюмень|Рощино|Братск|Братск|04.11.2020 12:11:00|04.11.2020 16:13:00|
WS 9673|ИЛ-86|151|Варандей|Варандей|Сочи|Адлер|04.11.2020 22:20:00|05.11.2020 1:33:00|
QT 5227|Ту-204|204|Мурманск|Мурманск|Уфа|Уфа|04.11.2020 3:16:00|04.11.2020 4:38:00|
WI 0884|Аэробус-A330|328|Якутск|Якутск|Москва|Внуково|04.11.2020 8:24:00|04.11.2020 10:20:00|
JE 4190|ИЛ-96М|268|Провидения|Бухта Провидения|Минеральные Воды|Минеральные Воды|04.11.2020 6:35:00|04.11.2020 10:59:00|
XQ 8558|ИЛ-96|143|Калининград|Храброво|Анапа|Витязево|04.11.2020 4:16:00|04.11.2020 8:42:00|
SJ 9071|Боинг-737|35|Братск|Братск|Белгород|Белгород|04.11.2020 11:19:00|04.11.2020 16:05:00|
EL 6487|ИЛ-62|64|Курумоч|Курумоч|Саранск|Саранск|04.11.2020 19:23:00|04.11.2020 23:42:00|
FQ 5302|Боинг-747|101|Петропавловск - Камчатский|Елизово|Чита|Кадала|04.11.2020 12:35:00|04.11.2020 16:06:00|
EX 8693|ИЛ-62|147|Сочи|Адлер|Курумоч|Курумоч|04.11.2020 1:48:00|04.11.2020 3:23:00|
AQ 8791|Аэробус-A320|246|Ростов - на - Дону|Платов|Сыктывкар|Сыктывкар|04.11.2020 11:43:00|04.11.2020 12:44:00|
YD 8471|Боинг-747|141|Санкт - Петербург|Пулково|Нижневартовск|Нижневартовск|04.11.2020 4:01:00|04.11.2020 8:06:00|
DR 1734|Аэробус-A310|172|Хабаровск|Хабаровск-Новый|Улан - Удэ|Мухино|04.11.2020 5:51:00|04.11.2020 6:57:00|
SN 7493|Боинг-777|223|Варандей|Варандей|Сургут|Сургут|04.11.2020 18:17:00|04.11.2020 22:54:00|
NN 8656|Аэробус-A330|175|Провидения|Бухта Провидения|Нижний Новгород|Стригино|04.11.2020 17:53:00|04.11.2020 20:44:00|
QR 0366|Аэробус-A310|151|Самара|Самара|Челябинск|Баландино|04.11.2020 13:15:00|04.11.2020 16:16:00|
VW 8334|ИЛ-96-300|157|Нижний Новгород|Стригино|Псков|Кресты|04.11.2020 0:11:00|04.11.2020 2:21:00|
JR 8849|ИЛ-96М|287|Курган|Курган|Тюмень|Рощино|04.11.2020 20:47:00|04.11.2020 22:16:00|
EK 1203|ИЛ-96|57|Сочи|Адлер|Сабетта|Сабетта|04.11.2020 7:16:00|04.11.2020 8:52:00|
OS 0540|Ту-204|117|Анапа|Витязево|Нижнекамск|Бегишево|04.11.2020 20:52:00|04.11.2020 23:52:00|
HL 9529|ИЛ-96М|203|Курск|Восточный|Томск|Богашёво|04.11.2020 6:14:00|04.11.2020 9:41:00|
KZ 2845|ИЛ-96М|211|Ростов - на - Дону|Платов|Брянск|Брянск|04.11.2020 11:48:00|04.11.2020 14:04:00|
XJ 7012|ИЛ-96|119|Сочи|Адлер|Саранск|Саранск|04.11.2020 0:11:00|04.11.2020 2:50:00|
OL 9967|ИЛ-62|181|Махачкала|Уйташ|Благовещенск|Игнатьево|04.11.2020 3:02:00|04.11.2020 5:09:00|
PU 9557|Боинг-767|111|Чебоксары|Чебоксары|Нальчик|Нальчик|04.11.2020 5:37:00|04.11.2020 10:33:00|
CE 9026|Ту-134|47|Сыктывкар|Сыктывкар|Магнитогорск|Магнитогорск|04.11.2020 15:29:00|04.11.2020 19:20:00|
FS 4269|Ту-204|65|Архангельск|Талаги|Краснодар|Пашковский|04.11.2020 19:07:00|04.11.2020 22:13:00|
SD 1847|Боинг-777|198|Москва|Жуковский|Сургут|Сургут|04.11.2020 10:20:00|04.11.2020 14:47:00|
DM 0582|Ту-154 |135|Екатеринбург|Кольцово|Нижневартовск|Нижневартовск|04.11.2020 19:38:00|04.11.2020 23:51:00|
ID 9781|Боинг-767|199|Иркутск|Иркутск|Оренбург|Оренбург-Центральный|04.11.2020 3:58:00|04.11.2020 8:40:00|
BF 9069|Боинг-767|217|Москва|Жуковский|Варандей|Варандей|04.11.2020 0:28:00|04.11.2020 3:05:00|
FQ 7293|Ту-204|158|Мурманск|Мурманск|Нижнекамск|Бегишево|04.11.2020 19:38:00|05.11.2020 0:30:00|
OA 1248|Аэробус-A310|176|Минеральные Воды|Минеральные Воды|Пермь|Большое Савино|04.11.2020 20:06:00|05.11.2020 0:27:00|
CZ 9839|ИЛ-86|184|Петрозаводск|Петрозаводск|Чебоксары|Чебоксары|04.11.2020 23:58:00|05.11.2020 3:14:00|
VX 2401|ИЛ-96-300|204|Петропавловск - Камчатский|Елизово|Нижневартовск|Нижневартовск|04.11.2020 15:09:00|04.11.2020 18:56:00|
